,person,offer_id,offer received,offer viewed,offer completed
13439,373993860d4c4f859828acb6ac2c140a,ae264e3637204a6fb9bb56bc8210ddfd,3,3,1
13440,373e42d973c04afb80cef6763b7fe6eb,2906b810c7d4411798c6938adc9daaa5,1,1,1
13441,373e42d973c04afb80cef6763b7fe6eb,3f207df678b143eea3cee63160fa8bed,1,1,0
13442,373e42d973c04afb80cef6763b7fe6eb,5a8bc65990b245e5a138643cd4eb9837,2,1,0
13443,373e42d973c04afb80cef6763b7fe6eb,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13444,373f17b5f22c4934b0d512126389f800,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13445,373f17b5f22c4934b0d512126389f800,f19421c1d4aa40978ebb69ca19b0e20d,2,2,1
13446,374007b9d7d547f0ba956cf84039ca8f,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13447,374007b9d7d547f0ba956cf84039ca8f,f19421c1d4aa40978ebb69ca19b0e20d,2,2,2
13448,374aabad10e04cc2a5a8669e93b26f7f,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
13449,374aabad10e04cc2a5a8669e93b26f7f,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13450,374aabad10e04cc2a5a8669e93b26f7f,2906b810c7d4411798c6938adc9daaa5,1,1,1
13451,374aabad10e04cc2a5a8669e93b26f7f,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13452,374aabad10e04cc2a5a8669e93b26f7f,f19421c1d4aa40978ebb69ca19b0e20d,2,2,1
13453,374d2aa462594508849014e92881115e,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13454,374d2aa462594508849014e92881115e,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13455,374d2aa462594508849014e92881115e,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
13456,374d2aa462594508849014e92881115e,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13457,374d2aa462594508849014e92881115e,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13458,375043f439a44a65b4fec6e5a0a5a63b,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13459,375043f439a44a65b4fec6e5a0a5a63b,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13460,375043f439a44a65b4fec6e5a0a5a63b,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13461,3750a54af7cf42659cea773004dca8e3,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,0
13462,3750a54af7cf42659cea773004dca8e3,2906b810c7d4411798c6938adc9daaa5,1,1,0
13463,3750a54af7cf42659cea773004dca8e3,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13464,3750a54af7cf42659cea773004dca8e3,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13465,3757c06385b24817a689b92c9b76ecb2,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,0
13466,3757c06385b24817a689b92c9b76ecb2,5a8bc65990b245e5a138643cd4eb9837,1,0,0
13467,3757c06385b24817a689b92c9b76ecb2,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13468,3757c06385b24817a689b92c9b76ecb2,ae264e3637204a6fb9bb56bc8210ddfd,1,0,0
13469,375b452ee0b64a4fbac92e61670f961d,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,1
13470,375b452ee0b64a4fbac92e61670f961d,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13471,375b452ee0b64a4fbac92e61670f961d,3f207df678b143eea3cee63160fa8bed,1,1,0
13472,375b452ee0b64a4fbac92e61670f961d,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13473,375b452ee0b64a4fbac92e61670f961d,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13474,375b452ee0b64a4fbac92e61670f961d,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13475,375c47b35ff048bbb3e6bdea03ed0a69,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13476,375c47b35ff048bbb3e6bdea03ed0a69,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13477,375c47b35ff048bbb3e6bdea03ed0a69,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13478,3762aacc8c144385a1d58a9fe2317af2,3f207df678b143eea3cee63160fa8bed,2,1,0
13479,3762aacc8c144385a1d58a9fe2317af2,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13480,3762aacc8c144385a1d58a9fe2317af2,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13481,3762c69237414fd49960363371a47c5b,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13482,3762c69237414fd49960363371a47c5b,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13483,3762c69237414fd49960363371a47c5b,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
13484,3762c69237414fd49960363371a47c5b,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13485,3763decc87ac45c0a2dd8d54a9aa7826,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13486,3763decc87ac45c0a2dd8d54a9aa7826,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13487,3769424ea9c84d198882174e8759614d,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13488,3769424ea9c84d198882174e8759614d,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13489,3769424ea9c84d198882174e8759614d,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,1,0
13490,376ca2bef2a64d12af12d1ce52423eed,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13491,376ca2bef2a64d12af12d1ce52423eed,2906b810c7d4411798c6938adc9daaa5,2,1,1
13492,376ca2bef2a64d12af12d1ce52423eed,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
13493,376ca2bef2a64d12af12d1ce52423eed,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13494,376f7a629535453eb42099aca0819332,2906b810c7d4411798c6938adc9daaa5,1,1,1
13495,376f7a629535453eb42099aca0819332,3f207df678b143eea3cee63160fa8bed,2,2,0
13496,376f7a629535453eb42099aca0819332,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
13497,377687bb736a44c1b89cf32852dce2ad,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
13498,377687bb736a44c1b89cf32852dce2ad,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13499,377687bb736a44c1b89cf32852dce2ad,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,1,0
13500,377687bb736a44c1b89cf32852dce2ad,ae264e3637204a6fb9bb56bc8210ddfd,1,0,0
13501,377b9773bf3945589b144f0feabeccbb,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
13502,377b9773bf3945589b144f0feabeccbb,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13503,377b9773bf3945589b144f0feabeccbb,3f207df678b143eea3cee63160fa8bed,1,1,0
13504,377b9773bf3945589b144f0feabeccbb,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13505,377b9773bf3945589b144f0feabeccbb,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13506,377b9773bf3945589b144f0feabeccbb,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13507,377ffe635d9d4b4fbddc04fff4db2128,2906b810c7d4411798c6938adc9daaa5,1,0,0
13508,377ffe635d9d4b4fbddc04fff4db2128,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13509,377ffe635d9d4b4fbddc04fff4db2128,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13510,377ffe635d9d4b4fbddc04fff4db2128,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13511,37818e0cd6f445d09cb815cd50bc1b65,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
13512,37818e0cd6f445d09cb815cd50bc1b65,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13513,37818e0cd6f445d09cb815cd50bc1b65,5a8bc65990b245e5a138643cd4eb9837,1,0,0
13514,37818e0cd6f445d09cb815cd50bc1b65,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13515,37818e0cd6f445d09cb815cd50bc1b65,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13516,3782219ab99b42ffb9dad962b6cd02b8,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13517,3782219ab99b42ffb9dad962b6cd02b8,2906b810c7d4411798c6938adc9daaa5,1,0,1
13518,3782219ab99b42ffb9dad962b6cd02b8,3f207df678b143eea3cee63160fa8bed,1,0,0
13519,3782219ab99b42ffb9dad962b6cd02b8,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13520,3782219ab99b42ffb9dad962b6cd02b8,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13521,378a544efddc47609c80a9e825c285b5,2906b810c7d4411798c6938adc9daaa5,1,1,1
13522,378a544efddc47609c80a9e825c285b5,3f207df678b143eea3cee63160fa8bed,1,1,0
13523,378a544efddc47609c80a9e825c285b5,ae264e3637204a6fb9bb56bc8210ddfd,2,2,1
13524,378a544efddc47609c80a9e825c285b5,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13525,37914e7098564748881057bfa6ffc070,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
13526,37914e7098564748881057bfa6ffc070,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,1
13527,37914e7098564748881057bfa6ffc070,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13528,37952de9ff3e4da7b332185597217e93,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13529,37952de9ff3e4da7b332185597217e93,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13530,37952de9ff3e4da7b332185597217e93,3f207df678b143eea3cee63160fa8bed,2,0,0
13531,3798869304074ff1b1bb1cbf1b352676,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13532,3798869304074ff1b1bb1cbf1b352676,2906b810c7d4411798c6938adc9daaa5,1,0,0
13533,3798869304074ff1b1bb1cbf1b352676,5a8bc65990b245e5a138643cd4eb9837,2,2,0
13534,3798869304074ff1b1bb1cbf1b352676,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
13535,379bdc8a080b4b14b70d0468e6ce9a75,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13536,379bdc8a080b4b14b70d0468e6ce9a75,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13537,379bdc8a080b4b14b70d0468e6ce9a75,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13538,379c3d188896452bb3ce05c91801e191,2298d6c36e964ae4a3e7e9706d1fb8c2,2,2,2
13539,379c3d188896452bb3ce05c91801e191,2906b810c7d4411798c6938adc9daaa5,1,1,1
13540,379c3d188896452bb3ce05c91801e191,3f207df678b143eea3cee63160fa8bed,1,1,0
13541,379c3d188896452bb3ce05c91801e191,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13542,379c3d188896452bb3ce05c91801e191,ae264e3637204a6fb9bb56bc8210ddfd,1,0,1
13543,379ef2e7156d4e339bc81b29e38548f6,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13544,379ef2e7156d4e339bc81b29e38548f6,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,1,1
13545,379ef2e7156d4e339bc81b29e38548f6,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13546,37a286492a574090a662386d13968cd2,3f207df678b143eea3cee63160fa8bed,1,0,0
13547,37a286492a574090a662386d13968cd2,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13548,37a286492a574090a662386d13968cd2,fafdcd668e3743c1bb461111dcafc2a4,2,2,2
13549,37a60351fd89457d8ea4b19df2b0b75f,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13550,37a60351fd89457d8ea4b19df2b0b75f,f19421c1d4aa40978ebb69ca19b0e20d,2,2,1
13551,37a97f6e09784a07bbb67bc6539f1a00,3f207df678b143eea3cee63160fa8bed,3,1,0
13552,37a97f6e09784a07bbb67bc6539f1a00,ae264e3637204a6fb9bb56bc8210ddfd,2,2,2
13553,37aa48f7035f4b808d8292f5c95fd55f,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13554,37aa48f7035f4b808d8292f5c95fd55f,2906b810c7d4411798c6938adc9daaa5,2,1,1
13555,37aa48f7035f4b808d8292f5c95fd55f,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13556,37aa48f7035f4b808d8292f5c95fd55f,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
13557,37aafe9fc59444e3b10a36ad9e6eb406,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
13558,37aafe9fc59444e3b10a36ad9e6eb406,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13559,37aafe9fc59444e3b10a36ad9e6eb406,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
13560,37aafe9fc59444e3b10a36ad9e6eb406,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13561,37aafe9fc59444e3b10a36ad9e6eb406,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
13562,37b14902e6304dc59a77e272dc86cf3a,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13563,37b14902e6304dc59a77e272dc86cf3a,3f207df678b143eea3cee63160fa8bed,1,0,0
13564,37b14902e6304dc59a77e272dc86cf3a,5a8bc65990b245e5a138643cd4eb9837,2,2,0
13565,37b14902e6304dc59a77e272dc86cf3a,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13566,37b14902e6304dc59a77e272dc86cf3a,f19421c1d4aa40978ebb69ca19b0e20d,1,0,0
13567,37b5159d686c4e55bfabcaf5e602e79e,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13568,37b5159d686c4e55bfabcaf5e602e79e,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
13569,37b5159d686c4e55bfabcaf5e602e79e,fafdcd668e3743c1bb461111dcafc2a4,3,2,3
13570,37b5aee227434185b8f4a4ba716a033f,2906b810c7d4411798c6938adc9daaa5,1,0,0
13571,37b5aee227434185b8f4a4ba716a033f,3f207df678b143eea3cee63160fa8bed,1,0,0
13572,37b5aee227434185b8f4a4ba716a033f,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13573,37b5aee227434185b8f4a4ba716a033f,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13574,37b5aee227434185b8f4a4ba716a033f,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13575,37b5aee227434185b8f4a4ba716a033f,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
13576,37b7ebdce49b45a3aaadf1020021d2fb,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,1,2
13577,37b7ebdce49b45a3aaadf1020021d2fb,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
13578,37b7ebdce49b45a3aaadf1020021d2fb,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13579,37b7ebdce49b45a3aaadf1020021d2fb,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13580,37bd6bf1df364b9d9bc6a8efc70c5d63,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,0
13581,37bd6bf1df364b9d9bc6a8efc70c5d63,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13582,37bd6bf1df364b9d9bc6a8efc70c5d63,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13583,37bd6bf1df364b9d9bc6a8efc70c5d63,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
13584,37bd8088aaa14e7c8e3c6cbff6b744c3,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13585,37bd8088aaa14e7c8e3c6cbff6b744c3,fafdcd668e3743c1bb461111dcafc2a4,3,3,3
13586,37c436d96cab41a989b7ef421817c3e9,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13587,37c436d96cab41a989b7ef421817c3e9,ae264e3637204a6fb9bb56bc8210ddfd,1,0,0
13588,37c436d96cab41a989b7ef421817c3e9,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13589,37c4697ca9c144f1b11d3418db4b5efe,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13590,37c4697ca9c144f1b11d3418db4b5efe,3f207df678b143eea3cee63160fa8bed,1,0,0
13591,37c4697ca9c144f1b11d3418db4b5efe,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,0
13592,37c5d270f84c4a4ca153b617d0523782,3f207df678b143eea3cee63160fa8bed,1,1,0
13593,37c5d270f84c4a4ca153b617d0523782,5a8bc65990b245e5a138643cd4eb9837,1,0,0
13594,37c5d270f84c4a4ca153b617d0523782,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
13595,37c5d270f84c4a4ca153b617d0523782,fafdcd668e3743c1bb461111dcafc2a4,2,2,1
13596,37c6c9268f3b4b6ab340266bb0177d9e,2906b810c7d4411798c6938adc9daaa5,1,0,1
13597,37c6c9268f3b4b6ab340266bb0177d9e,3f207df678b143eea3cee63160fa8bed,1,0,0
13598,37c6c9268f3b4b6ab340266bb0177d9e,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13599,37c6c9268f3b4b6ab340266bb0177d9e,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13600,37c6e45469e64e09bb9d7e7cd92e8850,3f207df678b143eea3cee63160fa8bed,1,1,0
13601,37c6e45469e64e09bb9d7e7cd92e8850,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13602,37c6e45469e64e09bb9d7e7cd92e8850,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13603,37c79e54b8184b8e973696453772ffd4,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13604,37c79e54b8184b8e973696453772ffd4,2906b810c7d4411798c6938adc9daaa5,1,0,1
13605,37c79e54b8184b8e973696453772ffd4,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13606,37c79e54b8184b8e973696453772ffd4,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13607,37c9f91a586f471487c0b8e5d38cf87e,2906b810c7d4411798c6938adc9daaa5,1,0,0
13608,37c9f91a586f471487c0b8e5d38cf87e,3f207df678b143eea3cee63160fa8bed,1,1,0
13609,37c9f91a586f471487c0b8e5d38cf87e,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13610,37ca07481c124d98ac1eaca5ee1f4146,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13611,37ca07481c124d98ac1eaca5ee1f4146,3f207df678b143eea3cee63160fa8bed,1,1,0
13612,37ce604e20bc4bcdb601605c736ae38a,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13613,37ce604e20bc4bcdb601605c736ae38a,2906b810c7d4411798c6938adc9daaa5,1,0,1
13614,37ce604e20bc4bcdb601605c736ae38a,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
13615,37ce604e20bc4bcdb601605c736ae38a,ae264e3637204a6fb9bb56bc8210ddfd,2,1,1
13616,37ce604e20bc4bcdb601605c736ae38a,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13617,37ce8e0c55ea4cf4a7b09f3a71550a40,3f207df678b143eea3cee63160fa8bed,1,1,0
13618,37ce8e0c55ea4cf4a7b09f3a71550a40,5a8bc65990b245e5a138643cd4eb9837,2,1,0
13619,37d27dc053ea481a94009b7e5ec92308,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,2,2
13620,37d27dc053ea481a94009b7e5ec92308,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13621,37d27dc053ea481a94009b7e5ec92308,f19421c1d4aa40978ebb69ca19b0e20d,2,2,1
13622,37dee128b84b4300ad61e198f5039524,2298d6c36e964ae4a3e7e9706d1fb8c2,1,0,0
13623,37dee128b84b4300ad61e198f5039524,3f207df678b143eea3cee63160fa8bed,1,0,0
13624,37dee128b84b4300ad61e198f5039524,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13625,37dee128b84b4300ad61e198f5039524,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13626,37dfdf86ca2044d4a4e0a2eb2904c12c,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,1
13627,37dfdf86ca2044d4a4e0a2eb2904c12c,2906b810c7d4411798c6938adc9daaa5,1,0,0
13628,37dfdf86ca2044d4a4e0a2eb2904c12c,5a8bc65990b245e5a138643cd4eb9837,2,2,0
13629,37dfdf86ca2044d4a4e0a2eb2904c12c,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13630,37e2ab4175504521a00f1f2a8a9e5a63,2906b810c7d4411798c6938adc9daaa5,1,1,1
13631,37e2ab4175504521a00f1f2a8a9e5a63,3f207df678b143eea3cee63160fa8bed,2,0,0
13632,37e2ab4175504521a00f1f2a8a9e5a63,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13633,37e2ab4175504521a00f1f2a8a9e5a63,f19421c1d4aa40978ebb69ca19b0e20d,1,1,1
13634,37e4b2119d754558bebf92f3a06b9650,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,1,0
13635,37e4b2119d754558bebf92f3a06b9650,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13636,37e4b2119d754558bebf92f3a06b9650,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13637,37e4b2119d754558bebf92f3a06b9650,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13638,37e4b2119d754558bebf92f3a06b9650,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
13639,37e765f48ac840a4b6de70c953d6576f,0b1e1539f2cc45b7b9fa7c272da2e1d7,2,0,0
13640,37e765f48ac840a4b6de70c953d6576f,3f207df678b143eea3cee63160fa8bed,1,0,0
13641,37e765f48ac840a4b6de70c953d6576f,f19421c1d4aa40978ebb69ca19b0e20d,2,2,1
13642,37e7f871553149c1860eab122d59e374,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
13643,37e7f871553149c1860eab122d59e374,f19421c1d4aa40978ebb69ca19b0e20d,2,2,1
13644,37e7f871553149c1860eab122d59e374,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13645,37f13b975b2a46639b1d5148bcc08979,2906b810c7d4411798c6938adc9daaa5,1,1,0
13646,37f13b975b2a46639b1d5148bcc08979,f19421c1d4aa40978ebb69ca19b0e20d,4,4,0
13647,37f17911d9c24f9e81f97fc250e7a2dc,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13648,37f17911d9c24f9e81f97fc250e7a2dc,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13649,37f17911d9c24f9e81f97fc250e7a2dc,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13650,37f62826a6564d34a61b146ea6e90887,9b98b8c7a33c4b65b9aebfe6a799e6d9,2,1,0
13651,37f62826a6564d34a61b146ea6e90887,ae264e3637204a6fb9bb56bc8210ddfd,1,1,0
13652,37f7b59a483e4201bf5fc0d99978622f,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13653,37f7b59a483e4201bf5fc0d99978622f,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13654,37f7c5629f5e4908ac73b1c7e9aa4403,2906b810c7d4411798c6938adc9daaa5,1,0,0
13655,37f7c5629f5e4908ac73b1c7e9aa4403,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
13656,37f7c5629f5e4908ac73b1c7e9aa4403,5a8bc65990b245e5a138643cd4eb9837,2,2,0
13657,37f7c5629f5e4908ac73b1c7e9aa4403,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,1
13658,37f8e630c86646ee9e6de41857a70be3,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13659,37f8e630c86646ee9e6de41857a70be3,2298d6c36e964ae4a3e7e9706d1fb8c2,1,0,1
13660,37f8e630c86646ee9e6de41857a70be3,ae264e3637204a6fb9bb56bc8210ddfd,2,2,1
13661,37f8e630c86646ee9e6de41857a70be3,f19421c1d4aa40978ebb69ca19b0e20d,1,1,0
13662,37fb22256b2b48c5a0c56e80bfdc0e4d,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0
13663,37fb22256b2b48c5a0c56e80bfdc0e4d,f19421c1d4aa40978ebb69ca19b0e20d,2,2,0
13664,37fb22256b2b48c5a0c56e80bfdc0e4d,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
13665,37fc4360c23544fdafbb9f3ccf612457,2906b810c7d4411798c6938adc9daaa5,2,1,0
13666,37fc4360c23544fdafbb9f3ccf612457,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,0
13667,37fe1a9de1c1480e8557d097835d7c0f,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1
13668,37fe1a9de1c1480e8557d097835d7c0f,3f207df678b143eea3cee63160fa8bed,1,1,0
13669,37fe1a9de1c1480e8557d097835d7c0f,ae264e3637204a6fb9bb56bc8210ddfd,2,2,1
13670,3801445b29d242819b5ad3215975f038,2906b810c7d4411798c6938adc9daaa5,1,0,1
13671,3801445b29d242819b5ad3215975f038,3f207df678b143eea3cee63160fa8bed,1,0,0
13672,3801445b29d242819b5ad3215975f038,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,0
13673,3801445b29d242819b5ad3215975f038,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13674,380b49a656034958a35e036ed4168e48,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,0
13675,380b49a656034958a35e036ed4168e48,5a8bc65990b245e5a138643cd4eb9837,2,2,0
13676,380b49a656034958a35e036ed4168e48,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13677,380fba077d8d4289a787f3c9e0f01d33,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13678,380fba077d8d4289a787f3c9e0f01d33,4d5c57ea9a6940dd891ad53e9dbe8da0,1,1,1
13679,380fba077d8d4289a787f3c9e0f01d33,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13680,380fba077d8d4289a787f3c9e0f01d33,ae264e3637204a6fb9bb56bc8210ddfd,2,2,2
13681,3811a4ccb2d14bd39fb2249e5a67aea9,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,0
13682,3811a4ccb2d14bd39fb2249e5a67aea9,3f207df678b143eea3cee63160fa8bed,1,0,0
13683,3811a4ccb2d14bd39fb2249e5a67aea9,4d5c57ea9a6940dd891ad53e9dbe8da0,2,2,0
13684,3811a4ccb2d14bd39fb2249e5a67aea9,5a8bc65990b245e5a138643cd4eb9837,1,1,0
13685,3811a4ccb2d14bd39fb2249e5a67aea9,fafdcd668e3743c1bb461111dcafc2a4,1,1,0
13686,38197aa576534853acc113f11fb86b62,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,0,0
13687,38197aa576534853acc113f11fb86b62,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,0,1
13688,38197aa576534853acc113f11fb86b62,ae264e3637204a6fb9bb56bc8210ddfd,1,1,1
13689,38197aa576534853acc113f11fb86b62,fafdcd668e3743c1bb461111dcafc2a4,1,1,1
13690,382199dc87f34bb2b01b2d3deea9d9b3,5a8bc65990b245e5a138643cd4eb9837,1,0,0
13691,382199dc87f34bb2b01b2d3deea9d9b3,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,1,0
13692,382199dc87f34bb2b01b2d3deea9d9b3,fafdcd668e3743c1bb461111dcafc2a4,2,2,0
13693,38259b87415e4d7897ec0fb9c621b3ad,3f207df678b143eea3cee63160fa8bed,1,1,0
